title,isbn10,isbn13
Panoramas literarios: Espana (World Languages),111183914X,9781111839147
"Chinese Link: Beginning Chinese, Simplified Character Version, Level 1/Part 1 (2nd Edition)",0205637213,9780205637218
Answer Key for Alif Baa: Introduction to Arabic Letters and Sounds (Al-kitaab Arabic Language Program) (Arabic Edition),1589016343,9781589016347
ALTER EGO + 1 : Livre de l'élève + CD-ROM + Projets (French Edition),2011558107,9782011558107
Viajes: Introduccion al espanol (World Languages),1133603653,9781133603658
Going Ape: Florida's Battles over Evolution in the Classroom,0813049431,9780813049434
To Render Invisible: Jim Crow and Public Life in New South Jacksonville,0813044197,9780813044194
An Introduction to Arizona History and Government (10th Edition),0558745148,9780558745141
The Battle for Los Angeles: Racial Ideology and World War II,0826340474,9780826340474
"A History Of Missouri: Volume VI, 1953 to 2003",0826215467,9780826215468
Grammaire Progressive Du Francais - Nouvelle Edition: Livre Intermediaire 3e Edition + Cd-audio (Collec Progress) (French Edition),2090381248,9782090381245
Personnages: An Intermediate Course in French Language and Francophone Culture,0470432160,9780470432167
Oxford Picture Dictionary (Monolingual English),0194369765,9780194369763
Alter Ego + 1 : Cahier d'activités + CD audio (French Edition),2011558115,9782011558114
"Conversaciones creadoras (with Premium Website, 2 terms (12 months) Printed Access Card) (World Languages)",1285733843,9781285733845
Manual de gramática: En espanol (World Languages),1133935591,9781133935599
Grammar and Beyond Level 3 Student's Book,0521142989,9780521142984
Ethics Across Cultures with PowerWeb: Ethics,007297902X,9780072979022
The Ethics of Care and Empathy,041577201X,9780415772013
Food Ethics,1285197313,9781285197319
"The Roman Empire Divided: 400-700 AD (,)",1408249634,9781408249635
Philosophy: The Classic Readings,1405145862,9781405145862
Geometry of Electromagnetic Systems (Monographs in Electrical and Electronic Engineering),019859187X,9780198591870
Ethics: Problems and Principles (Ceraf; 4),0030475279,9780030475276
Twentieth Century Ethical Theory,0023180315,9780023180316
Doing Ethics In A Diverse World,0813343666,9780813343662
Environmental Ethics,1118494725,9781118494721
The Handbook of Mass Media Ethics,0805861920,9780805861921
ETHICS: Top Ten Rules for Paralegals,013119321X,8580000937954
Ethics in the Post-Enron Age,0324191936,9780324191936
Congenial Debates on Controversial Questions,0205924255,9780205924257
The Fiction of Bioethics (Reflective Bioethics),0415919894,9780415919890
Biology for the IB Diploma Second Edition,1471828999,9781471828997
Kaplan New York City Specialized High School Admissions Test (Kaplan Test Prep),1609788273,9781609788278
Mandarin B for the IB Diploma,147182909X,9781471829093
The Deerslayer (Cliffs Notes),0822003872,0785555009684
Austen's Emma (Cliffs Notes),0822004348,9780822004349
How to Ace Your Medical School Interviews: 224 Sample Questions and Answers with Insight on the Interviews and Premed Process,1483651673,9781483651675
The Count of Monte Cristo (Cliffs Notes),0822003260,9780822003267
Kaplan MCAT Practice Tests (Kaplan Test Prep),1609789482,9781609789480
Heller's Catch-22 (Cliffs Notes),0822002965,0049086002966
Homer's The Odyssey (Cliffs Notes),0822009218,9780822009214
Measure for Measure (Cliffs Notes),0822000490,0049086000498
The Mayor of Casterbridge (Cliffs Notes),0822008165,0049086008166
James' Daisy Miller & Turn of the Screw (Cliffs Notes),0822003554,0785555009639
Board Certification in Clinical Neuropsychology: A Guide to Becoming ABPP/ABCN Certified Without Sacrificing Your Sanity (AACN Workshop Series),0195341341,9780195341348
Gerontology: An Interdisciplinary Perspective,0195115465,9780195115468
Human Nature and Conduct,0486420973,9780486420974
Community Psychology: In Pursuit of Liberation and Well-Being,0333922824,9780333922828
Understanding Material Culture,0761942262,9780761942269
The Oxford Handbook of Health Psychology (Oxford Library of Psychology),0199365075,9780199365074
Psychology in Organizations,0761942319,9780761942313
Using Superheroes in Counseling and Play Therapy,0826102697,9780826102690
Blush: Faces of Shame,0816627215,9780816627219
Well-Being for Public Policy (Oxford Positive Psychology Series),0195334078,9780195334074
"Generative Emergence: A New Discipline of Organizational, Entrepreneurial, and Social Innovation",0199933596,9780199933594
Multiculturalism and Diversity: A Social Psychological Perspective,1405190655,9781405190657
Handbook of Social Psychology: Volume Two,0470137495,9780470137499
Community Psychology: A Common Sense Approach to Mental Health,013083341X,9780130833419
Envy: Theory and Research (Affective Science),0195327950,9780195327953
The Handbook of Communication Skills,0415359112,9780415359115
Foundations of Electroheat : A Unified Approach,0471956449,9780471956440
Electrical Contacts: Principles and Applications (Electrical & Computer Engineering),0824719344,9780824719340
Electricity 4: Motors Controls Alternators (Vol 4),0827345348,9780827345348
Computer-Aided Analysis of Electric Machines: A Mathematica Approach,0130688592,9780130688590
Nonlinear Control Systems (Communications and Control Engineering),1447139097,9781447139096
"Intrigue: langue, culture et mystère dans le monde francophone (3rd Edition)",0205741320,9780205741328
Introduccion A La Linguistica Espanola (3rd Edition) (Spanish Edition),0205647049,9780205647040
Moments Litteraires: An Anthology for Intermediate French (English and French Edition),0618527737,0046442527736
Literatura y arte (World Languages),1133956815,9781133956815
Modern Korean: An Intermediate Reader,0824822226,9780824822224
Yookoso! Invitation to Contemporary Japanese Student Edition with Online Learning Center Bind-In Card,0072971207,9780072971200
"Foundations for Teaching English Language Learners: Research, Theory, Policy, and Practice",1934000019,9781934000014
"Understanding and Using English Grammar, 4th Edition (Book & Audio CD)",0132333333,9780132333337
Dutch For Dummies,047051986X,8601404631429
Japanese the Manga Way: An Illustrated Guide to Grammar and Structure,1880656906,8601405895202
Dicho y hecho: Beginning Spanish (Spanish Edition) - Standalone book,1118615611,9781118615614
Food Ethics: The Basics,0415836441,9780415836449
Natural Goodness,019926547X,9780199265473
"Moral Dilemmas of Modern War: Torture, Assassination, and Blackmail in an Age of Asymmetric Conflict",0521685109,9780521685108
A Companion to Bioethics,1444350846,9781444350845
Dirty Hands: Christian Ethics in a Morally Ambiguous World,0800630785,9780800630782
The Embers and the Stars a Philosophical Inquiry into the Moral Sense of Nature,0226450171,9780226450179
Ethics (Oxford Readers),0192892452,9780192892454
Against Academicians and the Teacher,0872202127,9780872202122
"The Ethics of Abortion: Women’s Rights, Human Life, and the Question of Justice (Routledge Annals of Bioethics)",041573293X,9780415732932
Deutsch heute (World Languages),1111354820,9781111354824
Uso interactivo del vocabulario A1-B1 (Spanish Edition),8477119783,9788477119784
Intermediate Persian: A Grammar and Workbook (Grammar Workbooks),0415616557,9780415616553
The Routledge Introductory Course in Modern Hebrew,0415484170,9780415484176
Dari Grammar and Phrase Book,1450099300,9781450099301
Romanian: An Essential Grammar (Routledge Essential Grammars),0415338255,9780415338257
Urdu: An Essential Grammar (Routledge Essential Grammars),0415163811,9780415163811
Using German: A Guide to Contemporary Usage,0521530008,9780521530002
Teach Yourself Mandarin Chinese Complete Course Package (Book + 2CDs) (Teach Yourself . . . Complete Courses),0071430334,0639785386582
Teach Yourself Serbian Complete Course,0071420290,9780071420297
Cambridge Grammar of English Hardback with CD-ROM: A Comprehensive Guide,0521857678,9780521857673
The Great Arizona Orphan Abduction,067400535X,9780674005358
Japanese: A Linguistic Introduction,1107611474,9781107611474
Basic Russian: A Grammar and Workbook (Grammar Workbooks),041569826X,9780415698269
Colloquial Czech: The Complete Course for Beginners,1138950106,9781138950108
Pedagogical Grammar,902721218X,9789027212184
"Scraping By: Wage Labor, Slavery, and Survival in Early Baltimore (Studies in Early American Economy and Society from the Library Company of Philadelphia)",0801890071,9780801890079
The Four Deaths of Acorn Whistler: Telling Stories in Colonial America,0674046862,9780674046863
Brewed in Detroit: Breweries and Beers Since 1830 (Great Lakes Books Series),0814326617,9780814326619
Soul Food Love: Healthy Recipes Inspired by One Hundred Years of Cooking in a Black Family,0804137935,9780804137935
The Confederate Approach on Harrisburg: The Gettysburg Campaign's Northernmost Reaches (Civil War Series),1609498585,9781609498580
"King of the Bowery: Big Tim Sullivan, Tammany Hall, and New York City from the Gilded Age to the Progressive Era (Excelsior Editions)",1438431821,9781438431826
"Good Wives, Nasty Wenches, and Anxious Patriarchs: Gender, Race, and Power in Colonial Virginia (Published by the Omohundro Institute of Early ... and the University of North Carolina Press)",0807846236,8580000799569
The Research Triangle: From Tobacco Road to Global Prominence (Metropolitan Portraits),0812222253,9780812222258
"Sacred Places: A Guide to the Civil Rights Sites in Atlanta, Georgia",0881461210,9780881461213
"Infectious Fear: Politics, Disease, and the Health Effects of Segregation (Studies in Social Medicine)",0807859346,9780807859346
New Labor in New York: Precarious Workers and the Future of the Labor Movement,0801479371,9780801479373
Southern Cross: The Beginnings of the Bible Belt,080784716X,9780807847169
Branding New York: How a City in Crisis Was Sold to the World (Cultural Spaces),0415954428,9780415954426
The Mormon Question: Polygamy and Constitutional Conflict in Nineteenth-Century America,0807849871,9780807849873
Food Service Worker(Passbooks) (Pass Book Ser),0837302609,9780837302607
Schaum's Outline of Mathematics for Liberal Arts Majors (Schaum's Outlines),0071544291,9780071544290
Biosolids Land Appliers' Guide to Preparing for the Certification Examination,1572782641,9781572782648
Cambridge IELTS 7 Self-study Pack (Student's Book with Answers and Audio CDs (2)): Examination Papers from University of Cambridge ESOL Examinations (IELTS Practice Tests),0521739195,9780521739191
Greek Classics (Cliffs Notes),0822005662,9780822005667
CliffsNotes on Canterbury Tales,0822002922,9780822002925
I Know Why the Caged Bird Sings (Cliffs Notes),0822006413,0785555010376
Mastering the CPAT: A Comprehensive Guide,1418012297,9781418012298
Hawthorne's The Scarlet Letter (Cliffs Notes),0822011654,9780822011651
Black Boy (Cliffs Notes),0822002426,0049086002423
Cambridge IGCSE Mathematics: Core & Extened 3rd edition,1444191705,9781444191707
Joyce's Portrait of the Artist As a Young Man (Cliffs Notes),0822010577,0049086010572
"Plato's Euthyphro, Apology, Crito and Phaedo (Cliffs Notes)",0822010445,0049086010442
CliffsNotes on Thackeray's Vanity Fair,0822013207,0785555011625
"Workbook for the Elements of Music: Concepts and Applications, Vol. 1",007065493X,9780070654938
College Outline: Spanish Grammar (Books for Professionals),0156016893,9780156016896
Individual Differences and Personality,144410859X,9781444108590
A Life Worth Living: Contributions to Positive Psychology (Series in Positive Psychology),0195176790,9780195176797
"The Psychology of Genocide, Massacres, and Extreme Violence: Why Normal People Come to Commit Atrocities (Praeger Security International)",0275990001,9780275990008
The Dynamics of Persuasion: Communication and Attitudes in the 21st Century (Routledge Communication Series),0805840885,9780805840889
